Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Relative Effort,Commute,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Average Cadence,Max Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone
2805885569,"21 Oct 2019, 13:40:02",Ride into uni ,Ride,,1834,7.80,,true,,,72.0,,1834.0,1834.0,7800.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,4.0,,,0.0,20.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
2805887233,"21 Oct 2019, 13:35:41",Afternoon Ride,Ride,,2157,9.20,,false,,,72.0,,2157.0,2157.0,9200.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2806430305,"21 Oct 2019, 17:09:29",Evening Ride,Ride,,2938,8.97,,false,,activities/2806430305.gpx,72.0,,2938.0,2212.0,8972.7001953125,9.899999618530273,,68.11651611328125,,25.100000381469727,87.30000305175781,5.199999809265137,0.4246213436126709,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2808025070,"22 Oct 2019, 11:12:13",Lunch Ride,Ride,,1639,7.22,,false,,activities/2808025070.gpx,72.0,,1639.0,1272.0,7224.7998046875,10.699999809265137,,26.213275909423828,,24.5,87.30000305175781,18.700000762939453,-0.5135090351104736,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2809093016,"22 Oct 2019, 18:28:23",Evening Ride,Ride,,1281,5.71,,false,,activities/2809093016.gpx,72.0,,1281.0,1152.0,5716.7998046875,11.0,,10.33530330657959,,-1.7000000476837158,27.299999237060547,6.199999809265137,-0.39532604813575745,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2810285790,"23 Oct 2019, 08:10:22",Morning Ride,Ride,,1523,4.78,,false,,activities/2810285790.gpx,72.0,,1523.0,1252.0,4787.89990234375,8.800000190734863,,32.0283317565918,,-1.7000000476837158,26.200000762939453,14.300000190734863,0.4887320101261139,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2811125514,"23 Oct 2019, 14:56:26",Afternoon Ride,Ride,,2414,8.73,,false,,activities/2811125514.gpx,72.0,,2414.0,1900.0,8735.7998046875,10.300000190734863,,76.82080841064453,,26.200000762939453,87.30000305175781,6.699999809265137,0.41782093048095703,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2815215782,"25 Oct 2019, 08:10:02",Morning Ride,Ride,,1682,8.27,,false,,activities/2815215782.gpx,72.0,,1682.0,1525.0,8274.7001953125,12.199999809265137,,28.031944274902344,,24.100000381469727,87.30000305175781,10.800000190734863,-0.47735869884490967,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2816205914,"25 Oct 2019, 16:59:12",Afternoon Ride,Ride,,949,4.38,,false,,activities/2816205914.gpx,72.0,,949.0,875.0,4383.5,9.699999809265137,,11.315278053283691,,-1.7000000476837158,27.299999237060547,7.300000190734863,-0.5155697464942932,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2817345552,"26 Oct 2019, 07:53:02",Morning Ride,Ride,,2085,3.72,,false,,activities/2817345552.gpx,72.0,,2085.0,1094.0,3724.5,10.399999618530273,,7.152424335479736,,3.299999952316284,7.599999904632568,11.199999809265137,0.06443817913532257,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2817651768,"26 Oct 2019, 10:24:14",Lunch Ride,Ride,,844,4.23,,false,,activities/2817651768.gpx,72.0,,844.0,825.0,4237.7998046875,9.0,,28.616025924682617,,2.9000000953674316,27.899999618530273,24.0,0.4884609878063202,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2818641512,"26 Oct 2019, 15:35:14",Afternoon Ride,Ride,,1803,7.86,,false,,activities/2818641512.gpx,72.0,,1803.0,1665.0,7867.5,11.100000381469727,,66.09060668945312,,26.799999237060547,87.30000305175781,7.300000190734863,0.4690181016921997,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2821320841,"27 Oct 2019, 13:40:22",Afternoon Ride,Ride,,2670,11.17,,false,,activities/2821320841.gpx,72.0,,2670.0,2417.0,11172.599609375,10.5,,32.50471496582031,,3.200000047683716,87.5999984741211,15.600000381469727,-0.525392472743988,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2822363481,"27 Oct 2019, 20:50:32",Evening Ride,Ride,,662,3.42,,false,,activities/2822363481.gpx,72.0,,662.0,646.0,3426.199951171875,8.800000190734863,,4.570706844329834,,2.4000000953674316,7.599999904632568,4.599999904632568,-0.05837370827794075,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2823108885,"28 Oct 2019, 09:14:09",Morning Ride,Ride,,1045,4.86,,false,,activities/2823108885.gpx,72.0,,1045.0,1010.0,4861.10009765625,10.600000381469727,,31.466896057128906,,-1.600000023841858,25.299999237060547,32.400001525878906,0.4505153298377991,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2824620164,"28 Oct 2019, 21:31:54",Night Ride,Ride,,1672,7.93,,false,,activities/2824620164.gpx,72.0,,1672.0,1641.0,7930.10009765625,9.300000190734863,,66.0589599609375,,27.299999237060547,87.30000305175781,5.699999809265137,0.45648857951164246,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2826202216,"29 Oct 2019, 15:02:13",Afternoon Ride,Ride,,1621,4.53,,false,,activities/2826202216.gpx,72.0,,1621.0,953.0,4532.0,14.0,,76.61146545410156,,52.5,113.9000015258789,12.699999809265137,0.006619594059884548,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2827955694,"30 Oct 2019, 08:27:18",Morning Ride,Ride,,1374,7.69,,false,,activities/2827955694.gpx,72.0,,1374.0,1344.0,7692.0,10.199999809265137,,27.976287841796875,,24.399999618530273,87.30000305175781,14.300000190734863,-0.48231929540634155,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2829207013,"30 Oct 2019, 18:12:45",Evening Ride,Ride,,2189,7.39,,false,,activities/2829207013.gpx,72.0,,2189.0,1545.0,7397.60009765625,10.699999809265137,,65.48722076416016,,27.399999618530273,87.30000305175781,12.600000381469727,0.4839407503604889,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2830324584,"31 Oct 2019, 08:37:37",Morning Ride,Ride,,1362,7.63,,false,,activities/2830324584.gpx,72.0,,1362.0,1318.0,7635.0,10.5,,27.644229888916016,,23.600000381469727,87.5999984741211,12.0,-0.4911591410636902,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2831138440,"31 Oct 2019, 16:03:03",Afternoon Ride,Ride,,571,2.66,,false,,activities/2831138440.gpx,72.0,,571.0,395.0,2662.199951171875,10.800000190734863,,3.9803571701049805,,2.299999952316284,14.5,7.5,-0.4244609773159027,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2833279275,"1 Nov 2019, 10:58:24",Morning Ride,Ride,,1406,5.14,,false,,activities/2833279275.gpx,72.0,,1406.0,1297.0,5142.39990234375,8.100000381469727,,33.48807907104492,,-1.7000000476837158,27.299999237060547,26.5,0.4803204834461212,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2833279352,"1 Nov 2019, 14:35:53",Afternoon Ride,Ride,,2021,8.42,,false,,activities/2833279352.gpx,72.0,,2021.0,1981.0,8419.2998046875,9.800000190734863,,69.0887680053711,,24.200000762939453,87.5999984741211,5.099999904632568,0.45371943712234497,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2843169612,"5 Nov 2019, 16:07:31",Afternoon Ride,Ride,,3032,10.66,,false,,activities/2843169612.gpx,72.0,,3032.0,1972.0,10666.0,9.899999618530273,,83.4853515625,,40.400001525878906,74.0999984741211,8.0,-0.005625351797789335,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2855608555,"10 Nov 2019, 13:54:19",Afternoon Ride,Ride,,971,4.34,,false,,activities/2855608555.gpx,72.0,,971.0,941.0,4345.10009765625,8.100000381469727,,41.940574645996094,,63.79999923706055,83.0999984741211,7.099999904632568,0.22784285247325897,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2855608557,"10 Nov 2019, 16:34:57",Afternoon Ride,Ride,,841,4.25,,false,,activities/2855608557.gpx,72.0,,841.0,838.0,4257.0,10.5,,32.084354400634766,,63.5,80.4000015258789,5.5,-0.23725628852844238,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2856934490,"11 Nov 2019, 09:22:14",Morning Ride,Ride,,1742,8.10,,false,,activities/2856934490.gpx,72.0,,1742.0,1590.0,8106.60009765625,10.5,,27.95833396911621,,24.200000762939453,87.69999694824219,11.100000381469727,-0.4823230504989624,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2858058620,"11 Nov 2019, 18:26:54",Evening Ride,Ride,,2322,8.92,,false,,activities/2858058620.gpx,72.0,,2322.0,2113.0,8921.7998046875,9.699999809265137,,73.38182067871094,,24.100000381469727,87.30000305175781,5.400000095367432,0.5492165088653564,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2859192619,"12 Nov 2019, 08:40:46",Morning Ride,Ride,,1714,8.09,,false,,activities/2859192619.gpx,72.0,,1714.0,1581.0,8095.7998046875,13.199999809265137,,28.047727584838867,,23.399999618530273,87.5999984741211,14.699999809265137,-0.4792608618736267,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2860637894,"12 Nov 2019, 20:17:45",Evening Ride,Ride,,1853,8.10,,false,,activities/2860637894.gpx,72.0,,1853.0,1733.0,8101.7001953125,9.600000381469727,,67.89566802978516,,23.399999618530273,87.69999694824219,13.399999618530273,0.6208573579788208,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2861606375,"13 Nov 2019, 09:19:34",Morning Ride,Ride,,1912,8.05,,false,,activities/2861606375.gpx,72.0,,1912.0,1803.0,8058.5,9.0,,20.201383590698242,,23.700000762939453,87.5999984741211,12.899999618530273,-0.6030899286270142,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2862503031,"13 Nov 2019, 17:16:07",Afternoon Ride,Ride,,1573,7.41,,false,,activities/2862503031.gpx,72.0,,1573.0,1553.0,7418.2001953125,9.5,,65.41717529296875,,27.100000381469727,87.30000305175781,6.800000190734863,0.48798900842666626,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2863846738,"14 Nov 2019, 08:34:54",Morning Ride,Ride,,1734,8.07,,false,,activities/2863846738.gpx,72.0,,1734.0,1602.0,8074.7001953125,10.399999618530273,,27.908132553100586,,24.200000762939453,87.30000305175781,10.899999618530273,-0.4829900860786438,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2866004903,"15 Nov 2019, 09:08:15",Morning Ride,Ride,,2151,7.85,,false,,activities/2866004903.gpx,72.0,,2151.0,1899.0,7850.2998046875,12.600000381469727,,71.47740936279297,,22.799999237060547,87.30000305175781,9.300000190734863,0.5018916726112366,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2875884711,"19 Nov 2019, 11:27:08",Lunch Ride,Ride,,1448,7.73,,false,,activities/2875884711.gpx,72.0,,1448.0,1375.0,7731.2998046875,11.199999809265137,5.622763633728027,27.625411987304688,,23.399999618530273,87.69999694824219,20.200000762939453,-0.479867547750473,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2878101264,"20 Nov 2019, 08:59:01",Morning Ride,Ride,,1068,4.80,,false,,activities/2878101264.gpx,72.0,,1068.0,1005.0,4805.7001953125,9.199999809265137,4.7817912101745605,32.27474594116211,,-1.7000000476837158,26.100000381469727,14.699999809265137,0.4931643605232239,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2878101266,"19 Nov 2019, 16:11:51",Afternoon Ride,Ride,,1408,4.88,,false,,activities/2878101266.gpx,72.0,,1408.0,1308.0,4882.7998046875,8.600000381469727,3.733027458190918,8.34000015258789,,-1.7000000476837158,25.799999237060547,5.599999904632568,-0.4628491997718811,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2879348503,"20 Nov 2019, 18:40:23",Evening Ride,Ride,,1957,8.11,,false,,activities/2879348503.gpx,72.0,,1957.0,1596.0,8112.7998046875,11.800000190734863,5.083208084106445,68.44437408447266,,24.700000762939453,87.30000305175781,5.5,0.4745587110519409,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2885722575,"23 Nov 2019, 15:40:49",Afternoon Ride,Ride,,1794,8.55,,false,,activities/2885722575.gpx,72.0,,1794.0,1752.0,8558.900390625,10.699999809265137,4.88521671295166,40.88772201538086,,22.799999237060547,82.4000015258789,8.600000381469727,-0.40542593598365784,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2889982498,"25 Nov 2019, 10:03:06",Morning Ride,Ride,,1233,7.44,,false,,activities/2889982498.gpx,72.0,,1233.0,1232.0,7448.7998046875,11.399999618530273,6.0461039543151855,27.793033599853516,,26.5,87.69999694824219,9.5,-0.503436803817749,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2891084505,"25 Nov 2019, 19:24:30",Evening Ride,Ride,,1591,8.03,,false,,activities/2891084505.gpx,72.0,,1591.0,1570.0,8031.0,11.300000190734863,5.115286827087402,68.52186584472656,,24.5,87.30000305175781,11.0,0.4818826913833618,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2895015281,"27 Nov 2019, 13:29:40",Afternoon Ride,Ride,"",674,3.41,,false,,activities/2895015281.gpx,72.0,,674.0,670.0,3413.699951171875,13.600000381469727,5.095074653625488,49.96894073486328,23.968900680541992,37.20000076293945,87.30000305175781,15.199999809265137,0.7616369128227234,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2898413918,"28 Nov 2019, 23:00:45",Night Ride,Ride,,832,4.64,,false,,activities/2898413918.gpx,72.0,,832.0,786.0,4647.7998046875,12.100000381469727,5.913231372833252,8.155357360839844,,-1.7000000476837158,27.5,5.400000095367432,-0.5206764340400696,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2898413931,"28 Nov 2019, 09:42:52",Morning Ride,Ride,,1404,7.65,,false,,activities/2898413931.gpx,72.0,,1404.0,1325.0,7652.7998046875,11.300000190734863,5.775698184967041,27.38201332092285,,24.299999237060547,87.5999984741211,10.899999618530273,-0.4991637170314789,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2899074136,"29 Nov 2019, 11:03:49",Lunch Ride,Ride,"",1153,4.75,,false,,activities/2899074136.gpx,72.0,,1153.0,1040.0,4753.0,9.600000381469727,4.570192337036133,34.03888702392578,9.038900375366211,-1.7000000476837158,27.899999618530273,26.899999618530273,0.5259835720062256,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2899977575,"29 Nov 2019, 19:17:26",Evening Ride,Ride,,1799,8.35,,false,,activities/2899977575.gpx,72.0,,1799.0,1606.0,8357.2998046875,11.100000381469727,5.203798294067383,66.47083282470703,,26.600000381469727,87.30000305175781,5.0,0.43315425515174866,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2902241617,"30 Nov 2019, 16:22:16",Afternoon Ride,Ride,,4931,15.88,,false,,activities/2902241617.gpx,72.0,,4931.0,3426.0,15883.7998046875,12.5,4.636252403259277,48.2931022644043,,-2.5999999046325684,78.19999694824219,17.799999237060547,-0.39159396290779114,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2924858449,"10 Dec 2019, 21:01:22",5 inner tubes and one new tyre later 😞😞😞,Ride,,1125,4.37,,false,,activities/2924858449.gpx,72.0,,1125.0,863.0,4369.2001953125,9.600000381469727,5.062804222106934,10.630753517150879,,-1.5,27.299999237060547,5.900000095367432,-0.5172571539878845,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,
